RESPONS_ID,WORLD_ID,WORLD_LAB,REGION_ID,REGION_LAB,TOT_AREA,LAND_AREA,RN_SITES,EXP_10000,EXP_08000,EXP_06000,EXP_04000,EXP_03000,EXP_02000,EXP_01000,EXP_00500,EXP_00250,EXP_00150,DQ_10000,DQ_08000,DQ_06000,DQ_04000,DQ_03000,DQ_02000,DQ_01000,DQ_00500,DQ_00250,DQ_00150,HUNT_10000,EXAG_10000,INAG_10000,PAST_10000,HUNT_08000,EXAG_08000,INAG_08000,PAST_08000,HUNT_06000,EXAG_06000,INAG_06000,PAST_06000,HUNT_04000,EXAG_04000,INAG_04000,PAST_04000,HUNT_03000,EXAG_03000,INAG_03000,PAST_03000,HUNT_02000,EXAG_02000,INAG_02000,PAST_02000,HUNT_01000,EXAG_01000,INAG_01000,PAST_01000,HUNT_00500,EXAG_00500,INAG_00500,PAST_00500,HUNT_00250,EXAG_00250,INAG_00250,PAST_00250,HUNT_00150,EXAG_00150,INAG_00150,PAST_00150,URBN_10000,URBN_08000,URBN_06000,URBN_04000,URBN_03000,URBN_02000,URBN_01000,URBN_00500,URBN_00250,URBN_00150
ROKEH,1,Northern North America + Greenland,12,Newfoundland + Labrador,402857,395760,50-249,None,Low,Low,Low,High,High,High,High,High,High,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),none,widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RCKIW,1,Northern North America + Greenland,13,Greenland,2142680,2142680,50-249,None,None,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,none,none,none,none,none,none,none,none,none,none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),none,none,none,common (1-20%),none,none,none,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
RXAEC,1,Northern North America + Greenland,13,Greenland,2142680,2142680,250-499,None,None,None,None,None,Low,High,High,Low,High,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Good,Good,Moderate,none,none,none,none,none,none,none,none,none,none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),none,none,none,widespread (>20%),none,none,minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
REZVV,1,Northern North America + Greenland,13,Greenland,2142680,2142680,< 50,None,None,None,None,None,None,High,High,High,High,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,none,none,common (1-20%),none,common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
RUWIX,1,Northern North America + Greenland,13,Greenland,2142680,2142680,50-249,None,None,None,Low,Low,Low,Low,High,Low,Low,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,none,none,none,none,none,none,none,none,none,none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,minimal (<1%),minimal (<1%),minimal (<1%),none,none,none,minimal (<1%),none,minimal (<1%),minimal (<1%),minimal (<1%),none,minimal (<1%),minimal (<1%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
REEGY,1,Northern North America + Greenland,13,Greenland,2142680,2142680,50-249,Low,Low,Low,Low,Low,High,High,High,High,High,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,common (1-20%),minimal (<1%),none,none,none,common (1-20%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present,Present
RGSME,2,Middle North America,14,Western USA,1123930,1120790,> 1000,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,minimal (<1%),minimal (<1%),minimal (<1%),none,widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RADFB,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RYVTA,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,High,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RWPPY,2,Middle North America,14,Western USA,1123930,1120790,> 1000,Low,Low,High,High,High,High,High,High,High,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),none,minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RUQLF,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RUAGG,2,Middle North America,14,Western USA,1123930,1120790,> 1000,Low,Low,Low,Low,Low,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,minimal (<1%),none,widespread (>20%),none,minimal (<1%),none,widespread (>20%),none,minimal (<1%),none,widespread (>20%),none,widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RTKDP,2,Middle North America,14,Western USA,1123930,1120790,50-249,Low,Low,Low,Low,High,High,High,None,None,None,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,minimal (<1%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RUPTV,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,High,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Moderate,Moderate,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
REHRV,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,Low,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RRINL,2,Middle North America,14,Western USA,1123930,1120790,> 1000,High,High,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,none,none,none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,none,widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
RJXFK,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,High,High,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,minimal (<1%),none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),none,minimal (<1%),common (1-20%),widespread (>20%),none,minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RYYWI,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,Low,High,High,High,High,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),none,widespread (>20%),none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RSBOG,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,Low,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Moderate,Moderate,Moderate,common (1-20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
RIFYC,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,High,High,Low,Low,Low,High,High,High,High,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
RDKUX,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RREAM,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),minimal (<1%),none,common (1-20%),minimal (<1%),minimal (<1%),none,common (1-20%),minimal (<1%),common (1-20%),none,common (1-20%),minimal (<1%),common (1-20%),none,common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RDIKD,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RARYG,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,None,None,None,None,None,Low,Low,High,Low,Low,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Good,Good,Good,Moderate,common (1-20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),widespread (>20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),none,none,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent
REBMW,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,High,High,Low,Low,Low,High,High,High,High,High,Good,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),common (1-20%),none,widespread (>20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RGSDV,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,High,High,High,High,High,Good,Good,Good,Good,Moderate,Good,Good,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RKNPG,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,High,High,High,High,High,Low,Low,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),widespread (>20%),none,minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
RBXHX,2,Middle North America,15,Southwestern USA,1101280,1096830,> 1000,Low,Low,Low,Low,Low,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
